row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,230809_B0.mzML Peak area,230823_B0.mzML Peak area,230809_B6.mzML Peak area,230809_B3.mzML Peak area,230809_B2.mzML Peak area,230809_B4.mzML Peak area,230809_B5.mzML Peak area,230823_B4.mzML Peak area,230905_B0.mzML Peak area,230905_B1.mzML Peak area,230823_B1.mzML Peak area,230823_B6.mzML Peak area,230905_B3.mzML Peak area,230905_B2.mzML Peak area,230823_B2.mzML Peak area,230905_B6.mzML Peak area,230926_B2.mzML Peak area,230926_B4.mzML Peak area,230905_B5.mzML Peak area,230926_B0.mzML Peak area,231010_B0.mzML Peak area,230905_B4.mzML Peak area,240507_B0.mzML Peak area,230823_B3.mzML Peak area,230809_B1.mzML Peak area,230926_B5.mzML Peak area,231010_B1.mzML Peak area,230926_B1.mzML Peak area,230823_B5.mzML Peak area,231010_B2.mzML Peak area,230926_B6.mzML Peak area,231010_B3.mzML Peak area,231010_B5.mzML Peak area,Blank_restart_1.mzML Peak area,240901_B1.mzML Peak area,231010_B6.mzML Peak area,240417_B2.mzML Peak area,Blank1.mzML Peak area,Blank2.mzML Peak area,240417_B0.mzML Peak area,Blank4_before_neg.mzML Peak area,Blank3.mzML Peak area,230926_B3.mzML Peak area,240417_B5.mzML Peak area,240507_B3.mzML Peak area,240417_B4.mzML Peak area,Culture_Remin_E.mzML Peak area,231010_B4.mzML Peak area,240616_B1.mzML Peak area,Culture_Remin_F.mzML Peak area,240417_B6.mzML Peak area,240507_B1.mzML Peak area,240417_B3.mzML Peak area,QC_mix2.mzML Peak area,Culture_Remin_D.mzML Peak area,Process_Blank_1.mzML Peak area,QC_mix_restart_1.mzML Peak area,Process_Blank_3.mzML Peak area,QC_mix3.mzML Peak area,QC_mix_1.mzML Peak area,QC_mix5.mzML Peak area,QC_mix4.mzML Peak area,Process_Blank_2.mzML Peak area,240616_B5.mzML Peak area,240616_B3.mzML Peak area,240616_B0.mzML Peak area,240507_B5.mzML Peak area,240417_B1.mzML Peak area,240616_B2.mzML Peak area,240616_B6.mzML Peak area,Chance_pooled_QC_2.mzML Peak area,Chance_pooled_QC_1.mzML Peak area,Chance_pooled_QC_4.mzML Peak area,Chance_pooled_QC_restart_1.mzML Peak area,240616_B4.mzML Peak area,Chance_pooled_QC_3.mzML Peak area
4221,217.1537882,1.2993487,,,,,,,,,,,0,0,0,0,0,39262.66,20268.121,119661.625,0,0,0,0,0,0,0,0,0,0,94358.875,0,0,0,0,0,263313.44,0,0,0,458348.3,0,6350.2065,0,0,0,0,0,0,0,0,0,0,0,0,5965.7515,0,0,0,155743.02,0,0,60860.14,0,0,0,123253.15,0,0,0,0,0,0,0,0,0,0,0,0,12386.809,34161.004,0,0,0,0,0,120579.336,10556.635
4225,166.0855735,1.1874857,,,,,,,,,,,110057.69,53460.523,38148.375,18310.457,91733.85,15006.775,26536.188,44080.355,106967.8,25376.584,118571.695,35440.29,90379.56,101128.74,93567.65,122178.85,176866.66,37047.324,56353.227,165734.64,83482.45,62291.66,25024.152,92955.96,18972.992,54124.35,45828.84,45050.684,22778.154,55510.83,41611.25,193635.06,83757.016,0,0,146255.66,26667.168,0,0,23944.117,0,0,58623.742,43194.723,42792.16,16489.645,0,53361.188,71641.56,0,109426.586,30964.51,82362.086,0,0,0,0,0,0,0,0,0,0,47723.918,43361.953,16519.314,37746.25,41944.32,57191.78,6547.8486,69408.74,81594.55,47767.004,95923.95,11328.252,19740.438
4228,310.1636057,1.3787715,,,,,,,,,,,290163.44,338494.62,74837.484,181953.53,193464.44,59869.656,192664.52,98535.73,155600.05,121005.766,158053.27,114363.586,206797.27,173029.89,90607.45,260490.42,183875.75,118744.195,129006.09,189322.11,249321.3,249802.45,52734.504,82893.72,187095.86,285771.12,269120.97,131225.77,42569.145,78887.2,189855.89,22875.234,119505.52,0,0,149910.4,96974.78,0,0,88464.58,0,0,123657.75,99264.086,46068.027,162906.97,0,187515.77,222395.67,0,141899.4,140030.56,117214.49,0,0,0,0,0,0,0,0,0,0,105166.48,123404.4,99792.25,208742.3,59883.86,182039.06,107196.96,197429.62,107705.12,177261.16,184655,120694.75,113959.055
4230,275.1590122,1.3050184,,,,,,,,,,,0,5186.055,33585.71,0,24165.568,7371.635,11386.295,0,31174.295,0,6120.313,11695.294,10487.558,28772.79,0,0,6169.448,5564.2783,5592.8447,5781.5713,18776.406,17517.121,70768.805,17332.7,153462.17,0,23680.291,5468.3193,138389.47,16409.35,5008.9307,0,6079.0264,0,0,42927.195,0,0,0,145895.06,0,0,75751.59,32252.758,33142.477,21830.457,0,46000.297,0,0,61347.1,109221.78,114288.25,0,0,0,0,0,0,0,0,0,0,0,0,148939.25,93938.17,557134.75,5493.67,0,37349.586,43933.906,53550.184,0,42918.695,54767.45
4233,272.2321844,1.2886673,,,,,,,,,,,0,0,0,0,0,476456.47,73415.53,39112.633,0,0,0,0,0,0,0,0,0,0,97554.78,0,0,57800.516,144687.58,71324.02,669399.44,0,0,0,1463601.2,0,0,0,0,0,0,0,0,0,0,10605.5,0,0,0,18487.303,0,29390.854,0,234511.02,0,0,199322.1,238289.98,291763.2,0,45708.29,0,0,0,0,0,0,0,0,0,0,99884.734,24103.78,2717398.8,5779.953,0,173757.97,166425.47,157351.55,144605.06,156238.98,153116.03
4237,227.1876537,1.3282962,,,,,,,,,,,0,0,0,0,0,0,8722.584,24413.596,0,0,0,0,0,0,0,0,0,0,38530.02,0,0,0,0,0,153571.17,0,0,0,379297.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146393.06,0,0,5812.7285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12013.421,0
4242,738.2631335,1.2833574,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128926.13,0,0,0,0,0,0,0,0,5250.068,0,0,105751.914,0,270089.28,69535.3,0,0,54286.934,0,0,0,0,0,0,184792.86,0,0,0,0,180771.83,280039.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9459.6875,0,0,0,0,0,0,0
4245,355.1484532,1.3076748,,,,,,,,,,,234309.69,181812.48,247795.38,47260.72,218273.38,120540.42,182637.81,157724.58,161569.11,57514.62,202220.31,143958.58,163923.89,191367.36,169382.95,200596.9,169399.56,216847.64,156725.66,182422.6,201736.05,90938.59,76363.375,68523.984,153102.58,99151.125,155266.84,181427.42,199711.75,141650.11,33022.9,178046.38,205097.89,0,0,234791.4,136764.88,0,0,106803.164,0,0,105141.52,171814.61,185694.66,161035.58,0,168870.75,102748.23,0,211799.61,207915.61,88652.92,0,0,0,0,0,0,0,0,0,0,157706.67,29630.496,177429.73,204307.88,119745.12,297408.88,146250.45,243568.38,61173.54,122865.125,89630.625,244278.78,118452.36
4250,277.1171711,1.392314,,,,,,,,,,,278603.2,532418.56,492505.03,348857.38,745586.8,250184.67,374895.16,443069.5,367200.53,134664.22,359994.5,444676.66,452522.4,472727.28,470991.22,463253.84,531382.94,477866.34,402923.94,411690.16,651470.9,413967.62,203216.34,410265.94,338214.94,439609.75,478235.34,462610.2,248168.47,506681.12,486131.2,579582.94,484283.6,0,0,467970.44,165813.14,0,0,425523.5,0,0,306562.6,529884.3,302320.53,475384.03,0,228914.42,433400.6,0,421776.34,218541.53,544650.1,0,0,0,0,0,0,0,0,0,0,452660.7,456370.44,682895.4,422519.44,271859.88,540889.75,419792.1,260465.97,450091.5,390042.44,302957.2,440656.88,435253.97
4252,232.0862818,1.3169509,,,,,,,,,,,0,0,60127.44,55531.22,6311.4585,83308.83,288127.56,5417.212,0,40888.87,293300.03,27602.238,33299.676,19287.27,554481.8,26597.852,70618.164,40179.277,30217.207,0,0,57162.8,7001.3604,523606.47,83140.945,39705.77,28788.666,42726.65,51061.84,38981.465,4916.357,17641.72,52868.035,0,0,55572,75377.75,0,0,0,0,0,12392.169,5563.3784,49633.945,26884.727,52668.797,66992.71,40564.89,39662.168,57224.004,96504.016,35352.082,0,49288.934,0,0,0,0,0,0,0,0,27458.223,178122.69,38034.367,51408.55,0,36191.215,59200.637,86697,106964.375,86061.52,0,58926.773,78139.76
4257,393.1274253,1.4094399,,,,,,,,,,,363840.16,268994.7,102743.7,301848.5,320627.78,184073.66,249094.1,408893.12,120426.17,264323.56,54638.254,233003.89,110797.35,91455.72,272130.88,179598.67,180186.12,176063.42,81119.39,25046.602,262820.12,74118.2,178699.95,153703.53,94724.31,61238.992,137840.94,421197.16,82316.06,202897.36,237531.55,81487.7,230002.92,0,0,75486.97,106673.59,0,0,239960.55,0,0,219208.05,384243.1,309114.44,104092.68,520455.8,172233.94,361807,180118.72,236467.84,113318.414,175068.5,0,331833.9,0,0,0,0,0,0,0,0,65333.484,219413.56,176935.5,139065.1,153572.33,429089.16,277293.44,134569.1,44898.562,128527.39,221717.17,260764.03,98374.72
4258,241.1536903,1.3040177,,,,,,,,,,,0,0,175190.1,126204.19,93586.51,177284.05,338003.78,235700.89,179747.02,12051.713,172246.2,1200421.9,140658.25,150766.36,179719.58,75259.41,182248.73,114547.72,593161.94,5229.443,136913.53,278933.38,343340.28,272242.72,600098.9,206690.14,190956.88,76394.47,266942.94,241620.45,141406.8,162920.19,245540.22,0,0,242869.86,493227.28,0,0,811952.75,0,0,591494.2,305993.4,83162.945,281646.1,111749.09,232844.3,72748.92,65967.89,178405.42,224125.31,392390.84,0,96556.69,113689.91,0,0,0,0,0,0,597354.5,7315.033,137903.44,232214.92,99486.42,2652722.5,37572.695,72178.3,278283.06,342829.03,278214.03,213766.81,101718.87,277555.66
4263,279.0964598,1.3358353,,,,,,,,,,,112171.82,90654.66,45810.6,37286.656,170730.33,15571.914,64469.168,81994.92,20905.557,35555.02,32883.65,51496.977,36164.875,11483.422,48288.48,38720.895,13003.954,120401.47,38237.94,24831.67,26217.547,24468.568,42551.3,60741.68,89032.805,24443.71,58439.008,53338.246,50630.88,40973.164,39768.562,98467.63,121675.625,0,0,138749.31,34991.594,0,0,27801.387,0,0,111617.86,75633.58,48162.25,101524.43,0,163127.48,33977.832,0,63826.59,75483.39,108057.47,0,0,0,0,0,0,0,0,0,0,119716.06,40585.363,185364.28,25218.338,24703.08,36794.773,69252.33,77457.26,44810.12,18641.098,103220.26,56392.016,48349.176
4266,326.2789163,1.4343616,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118451.99,5184.1416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313925.25,0,0,0,0,0,0,0,0,0,0,0,657063.4,672662.44,0,0,0,0,0,0,0,0,0,0,0,0,5820.1875,0,1269376.8,0,0,0,0,0,45666.383,0,37954.5
4267,323.1588051,1.3717059,,,,,,,,,,,83562.08,122836.22,81081.51,126123.734,178943.89,82370.25,44330.086,108709.33,80593.94,83023.25,43757.625,118290.73,103554.984,43001.754,68920.76,146640.33,29014.11,25978.555,81957.89,20772.21,68437.805,106290.01,41151.242,68697.79,111374.875,61282.676,161590.42,87690.45,99399.45,128947.445,84298.625,27618.012,73000.64,0,0,41399.164,67537.086,0,0,158083.33,0,0,65819.67,152735.77,19148.271,64576.418,0,57455.25,131906.94,0,36848.14,21540.998,68459.914,0,0,0,0,0,0,0,0,0,0,52416.58,50120.98,170089.36,119881.38,19433.178,33497.695,58902.92,39572.73,104442.68,75068.36,83655.81,130165.695,29331.049
4269,222.1479416,1.3297914,,,,,,,,,,,31860.738,123215.734,133969.83,139370.75,86299.195,44818.547,93299.49,71434.55,68009.375,34601.12,331173.56,29511.664,136378.4,63699.543,404803.3,62532.164,258798.56,41737.758,54334.08,144477.16,63105.04,84338.82,70138.77,549926.94,30193.396,116328.06,98308.414,131942.28,15529.822,306707.25,171237.31,121205.08,107394.94,0,0,160975.62,31732.291,0,0,231423.39,0,0,43751.355,112165.75,12232.91,94994.07,0,96891.24,96309.016,0,123191.42,18343.266,91450.72,0,0,8784.759,0,0,0,0,0,0,15473.842,71612.84,319176.5,25263.43,37898.32,39001.496,112036.42,92746.53,190446.3,224690.73,77066.92,182975.17,34675.18,64005.2
4272,382.1116827,1.4458638,,,,,,,,,,,144170.2,64248.617,153894.16,70951.66,85859.8,161320.44,71853.11,189099.11,36931.086,88136.06,153900.92,78214.33,55915.64,44835.797,134333.75,56661.523,47188.492,159906.7,32626.76,52422.9,150105.72,64799.457,76708.086,18631.965,101008.06,107288.734,127364.68,15903.096,61794.41,280784.22,104058.086,141608.06,143718.1,0,0,91898.89,124386.35,0,0,178428.8,0,0,120627.914,88228.04,107421.3,81004.125,0,59689.95,185322.17,0,160179.67,218094.66,81224.234,0,0,0,0,0,0,0,0,0,0,138110.08,239997.81,134611.52,179593.78,63360.035,68108.79,104624.53,193779.34,123373.5,209211.1,74794.43,121533.08,172199.81
4275,305.1120003,1.3260643,,,,,,,,,,,171301.34,162760.98,169420.11,129837.24,144763.28,96486.06,69822.65,136617.81,135228.77,67882.16,92279.79,160698.02,135082.11,74860.99,93680.98,111688.87,18355.025,144220.48,84030.66,45019.926,54763.152,93061.2,86030.016,125375.086,133343.52,50632.24,128549.305,157644.92,104749.64,59615.227,131276.34,130340.39,147829.62,0,0,171967.45,147603.14,0,0,113975.57,0,0,52582.773,61745.438,185640.47,99832.625,0,98326.15,89649.53,0,112605.24,140326.45,122655.58,0,0,0,0,0,0,0,0,0,0,181086.08,123535.48,157309.56,67370.93,135010.95,169410.9,75804.47,196537.66,117774.266,64109.508,91926.516,201775.12,125675.22
4276,374.2633484,1.4501222,,,,,,,,,,,0,0,0,0,0,827008,112527.84,61460.37,0,0,0,0,0,0,0,0,0,0,163772.28,0,0,23664.045,61265.285,102999.8,827875.4,0,0,0,1175304.2,0,0,0,0,0,0,0,139574.39,0,0,339235.56,0,0,0,16174.294,0,46685.33,0,266024.7,0,0,266385.88,345250.78,373016.1,0,0,0,0,0,0,0,0,0,0,0,0,177254.58,21219.06,2435253.5,0,0,171571.69,143695.58,172223.14,153176.44,195827.69,155798.42
4281,308.184364,1.355931,,,,,,,,,,,233729.7,316171,145651.52,175979.97,57584.867,110647.89,77222.375,97715.86,72462.69,101289.48,140675.03,164167.16,103298.34,79351.92,55617.508,51187.42,94219.07,139261.75,199215.58,158812.98,131999.27,196730.33,106313.484,149762.98,213479.27,96813.5,97870.79,208200.44,165517.75,183745.53,113937.82,67521.66,96102.53,0,0,72573.58,251912.98,0,0,217530.38,0,0,181326.69,218779.67,61950.21,110299.09,0,93000.84,112736.79,0,141362.88,171342,180288.89,0,0,0,0,0,0,0,0,0,0,97347.99,65302.645,207719.77,268508,136820.31,167567.17,83221.08,182256.89,205274.52,129563,156623.33,37373.656,169476.94
4283,330.237384,1.3506246,,,,,,,,,,,0,0,62082.758,0,77751.16,2648908,607519,441168.06,94350.84,0,100716.92,202257.05,22187.602,170957.22,0,0,52429.08,0,650020.25,0,109772.14,475486.12,516128.2,654638.25,4318954.5,0,38838.3,0,5442630,106644.49,114705.1,0,11077.898,0,0,169406.28,0,0,0,139453.2,0,0,70197.01,263905.6,32426.793,322876.88,0,1117332.5,31109.766,26773.209,1106783.5,1204618.2,1429627.5,0,306447.78,40419.105,0,0,0,0,0,0,0,5651.7744,11374.38,765434.06,242497.55,7113231.5,148630.9,0,767503.2,780855.8,755308.06,676379.06,1110922.9,665531.06
4284,307.1276138,1.3244019,,,,,,,,,,,768681.9,183698.08,426026.75,293595.25,200675.16,312344.78,389095.44,173367.2,419654.66,252111.17,249345.23,312532.44,337215.03,409644.34,407127.44,443748.75,504900.8,394148.9,427705.56,511426.47,525835.56,169517.36,77107.32,329933.94,212414.98,371020.1,314805.66,392529.84,466022.28,193529.58,408114.38,433102.34,384606.16,0,0,492182.7,243774.34,0,0,288704.72,0,0,543796.44,291403.25,329228.84,246509.44,0,301415.72,541342.94,0,315727.8,373937.16,407977.4,0,0,0,0,0,0,0,0,0,0,667311.2,465298.97,486408.56,185661.7,146873.69,308357.3,273507.28,575069.56,459729.53,334769.6,174344.66,400947.2,466510.25
4285,377.1327151,1.4957746,,,,,,,,,,,357490.25,132031.14,86620.164,19826.957,108020.82,177145.66,106623.64,40912.484,110726.44,265333.53,64107.45,210058.77,217044.39,99401.086,84509.16,73694.336,291923.6,215151.52,95980.6,113095.35,186086.03,164559.39,62215.473,54785.79,135581.58,223081.69,77108.42,122546.734,187789.16,198369.52,258646.22,150473.69,143957.4,0,0,69189.7,138774.48,0,0,84648.3,0,0,122659.055,293991.62,97562.97,214523.5,0,120951.23,316141.4,0,84866.91,103897.695,217107.02,0,0,0,0,0,0,0,0,0,0,203718.42,67146.79,146683.42,47692.773,85827.97,143034.12,246868.25,113187.8,92588.88,66146.08,48593.438,152204.98,119357.62
4286,178.1218718,1.3502436,,,,,,,,,,,17866.137,12326.077,19509.688,18355.375,13365.026,16046.009,5243.4424,28057.783,12687.529,5609.3223,5964.2354,16272.402,7206.546,12141.133,5587.3965,47294.67,35438.516,6599.0693,23730.736,8637.066,5925.8286,21710.43,16714.912,6684.672,5499.579,16776.2,34458.78,38771.78,5772.824,57796.184,6559.586,90278.91,15619.691,0,0,42007.254,11236.109,0,0,16447.912,0,0,6496.7764,17791.469,11487.209,7170.371,0,23100.041,5810.5405,0,6327.1025,6049.2563,10962.871,0,0,489798.4,0,0,0,90123.21,0,0,211679.42,5282.3047,11730.018,11252.855,6877.2153,30485.918,6793.348,5590.677,5689.412,23720.299,16152.469,45100.938,5167.0938,5776.7715
4289,304.1741802,1.2953149,,,,,,,,,,,26726.121,0,23345.896,6542.677,13837.931,0,12922.75,0,139082.47,0,0,0,110258.29,102420.26,0,167205.05,0,0,84614.93,0,0,99704.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4290,268.1896281,1.5128437,,,,,,,,,,,133574.98,271223.12,237713.47,136411.97,154986.38,153745.38,185332.02,184208.44,360003.22,199239.86,136956.4,114906.586,204258.45,85096.36,138058.52,411780.06,148003.34,116492.79,142847.11,198482.08,309706.84,203124.45,216565.23,79992.98,48112.875,201339.9,275644.75,292366.16,272439.1,151021.39,81769.695,366410.8,65958.68,0,0,301991.44,162498.1,0,0,197349.83,0,0,122642.96,151849.83,276606.97,202140.86,0,140425.95,133491.16,0,261264.9,127797.21,106548.13,0,0,0,0,0,0,0,0,0,0,280012.53,163152.5,83329.59,158242.83,42148.613,108270.79,169134.67,105827.94,200394.84,108789.06,175055.64,148592.58,309510.22
4292,251.1016413,1.3069656,,,,,,,,,,,325517.2,234096.81,410309.5,331309.7,461197.53,115131.56,262175.97,357789.7,212298.4,235886.11,308242,294872.62,303878.16,328067.47,97624.83,372193.38,463845.72,530715.6,244965.56,350728.2,385874.9,222896.03,272019.75,251137.95,146283.94,325812.22,484893.3,233831.89,51272.875,484233.53,316241.62,423373.2,349716.7,0,0,534217,422319.12,0,0,235177.66,0,0,316071.03,378343.22,272985.44,345962.8,0,379152.28,380628.03,0,305653.88,166206.6,356640.1,0,0,0,0,0,0,0,0,0,0,280345.6,369321.06,266936.47,247947.61,113701.78,438454.28,223536.83,342272,274148.1,264164.56,515061.62,206938.34,240709.33
4293,365.1327229,1.3629879,,,,,,,,,,,221346.5,264955.66,199828.05,168611.81,71701.23,25927.844,105426.49,57108.79,215571.62,145528.4,206546.25,169397.9,70678.52,92952.74,68186.016,144091.77,196173.55,191786.06,71610.35,113446.39,276740.78,229390.23,233411.97,233476.67,51667.82,113672.41,128005.1,242741.53,72441.81,281660.1,140298.12,107396.79,106873.34,0,0,208320.9,130627.016,0,0,265851.9,0,0,95735.45,227746.2,228879.78,273178.2,0,136947.5,157815.9,0,163858.6,170751.6,256993.16,0,0,0,0,0,0,0,0,0,0,167213.47,218312.06,182785.81,260166.33,135093,156090.9,268330,85802.7,116402.766,224839.06,243421.5,121584.3,74953.195
4301,191.0906572,1.3279145,,,,,,,,,,,0,0,0,0,0,0,6321.8267,0,0,0,6190.0645,0,0,0,70940.164,0,0,0,0,0,0,0,0,18981.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4302,254.158796,1.315102,,,,,,,,,,,21702.307,0,213859.58,187751.23,136367.22,248277.66,752191.06,70326.15,36395.3,217995.17,764258.7,122809.85,123428.73,121726.89,1386751.4,149054.31,204726.62,158277.55,115455.92,19230.445,0,146069.97,80099.98,1285036.1,282440.75,133697.05,157812.3,139752.81,154580.39,141820.22,50351.05,137525.39,162596.7,0,0,153023.28,231969.92,0,0,20459.877,0,0,115161.92,114798.76,160664.6,105787.44,211578.47,176576.5,218398.23,187957.62,150066.75,264090.28,91436.35,0,166840.06,5386.948,0,0,0,0,0,0,10347.205,211129.8,561713.2,153096.38,124835.336,38134.88,220581.92,251116.75,267851.72,206731.84,243743.89,243982.06,256108.6,247199.38
4305,231.0829736,1.3174696,,,,,,,,,,,162902.9,139268.86,968472.4,987470.9,635099.94,1331240.9,3645659.5,433628.1,303062.03,1094865.8,3654628.8,760545.1,669655.94,593551.5,6945772,789620.9,1032436.25,718740.9,646260.7,269107.2,186257.22,858132.4,542987,6823522,1355242.4,830161.06,728299.1,756841.5,875387.94,826028.4,415987.7,695502.06,823737.25,0,0,807875.2,1252842.1,0,0,351621.25,0,0,590213.2,596205.2,942402.25,631286.4,805428.1,997052.75,892590.44,718422.9,912310.94,1469813.1,590961.3,0,739042.75,100339.3,0,0,0,0,0,0,97099.98,829891.75,2338875.8,722708.5,798132.8,378892.3,899369.1,1026477.44,1258503.2,1481636.6,1287135.8,1630894.5,1089910.2,1296313.9
4307,369.1275994,1.348736,,,,,,,,,,,251794.05,240720.23,59130.918,254575.06,250285.33,276689.44,133686.83,89912.81,231829.97,172960.77,183487.75,160562.39,175649.67,167514.39,124037.125,225079.27,232388.06,30678.93,246781.22,298770.4,140048.69,209647.77,258521.47,193457.67,180840.06,78513.49,292844.62,144491.47,220261.34,261540.22,266177.16,167868.39,103423.45,0,0,321858.78,212631.22,0,0,287312,0,0,167820.22,422029.62,180329.69,246884.64,0,268988.78,298555.88,0,307422.28,296163.72,312218.56,0,0,0,0,0,0,0,0,0,0,265874.1,162675.06,296707.88,127991.3,226181.77,316929.62,265105.34,192457.55,176542.38,187694.61,263571.16,333339.22,184235.89
4308,224.1635734,1.4352685,,,,,,,,,,,210103.97,275274.03,164679.64,281118.94,178399.55,136541.47,162805.22,204610.14,194530.12,160874.12,242901.38,151263.45,209636.56,168074.44,176014.52,172933.72,207850.05,107678.25,215089.17,233212.34,133360.62,215494,198740.42,177548.1,126179.66,202196.28,219730.94,152411.94,180577.12,230402.48,317832.3,96577.41,295114.16,0,0,240167.2,183151.02,0,0,246687.03,0,0,168673.92,177844.5,172152.61,220828.14,0,226518.42,201389.12,0,187732.78,162187.48,180524.9,0,0,0,0,0,0,0,0,0,0,166135.98,258947.53,144382.05,119511.67,215986.83,210489.08,163493.56,165299.34,293182.7,220252.58,164638.14,157301.11,189061.38
4310,283.1278378,1.3854574,,,,,,,,,,,566044.25,264346.72,98989.94,338701.72,217335.97,61335.098,107912.97,135244.56,201030.61,99043.87,76204.945,162770.06,263756.94,94408.92,90503.414,113415.76,86071.42,81180.88,167894.02,301836.53,192011.86,139343.92,52270.297,131004.445,99754.36,103214.86,334713.16,220631.6,81385.45,359941.5,320400.22,164871.88,160102.97,0,0,227109.31,70452.18,0,0,151060.66,0,0,172629.86,281025.97,67051.83,374102.06,0,194331.64,245264.44,0,160609.42,74906.69,468035.72,0,0,0,0,0,0,0,0,0,0,74327.19,233075.98,180422.39,187014.1,95527.086,124384.336,236821.95,130195.53,136370.69,127496.59,120590.31,155484.56,138214
4312,209.1011703,1.3185961,,,,,,,,,,,0,0,109620.586,111316.95,77019.39,181553.89,703575.5,45865.625,0,109282.22,559055.75,75433.75,60336.633,61560.453,1415732.4,95732.63,141374.8,93908.85,73703.07,0,0,92484.055,36024.67,1358227.2,208763.69,66248.234,78342.195,85291.75,141471.42,107419.56,18634.03,93439.68,98965.93,0,0,108266.586,134966.22,0,0,5423.6064,0,0,70380.28,53518.758,90277.57,55011.316,29566.223,142045.44,160672.89,14276.896,96876.56,168914.66,18807.996,0,11526.219,0,0,0,0,0,0,0,0,147720.03,507100.6,118748.42,74158.91,15176.73,180110.6,167948.3,166042.55,231015.97,175880,136510.58,174997.17,180826.58
4314,163.0958055,1.3255914,,,,,,,,,,,0,0,0,0,0,0,48610.23,0,0,0,17634.988,0,0,0,110696.086,0,0,0,0,0,0,0,0,118003.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11954.625,0,0,0,0,0,0,0,0,0,0,0
4315,247.0565355,1.315548,,,,,,,,,,,0,0,0,0,0,0,11645.585,0,0,0,10605.509,0,0,0,64829.38,0,0,0,0,0,0,0,0,70626.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4316,242.1570432,1.2933899,,,,,,,,,,,0,0,0,0,0,0,11567.054,0,0,0,0,122825.66,0,0,0,0,0,0,17007.387,0,0,0,0,0,49937.36,0,0,0,0,0,0,0,0,0,0,0,5868.873,0,0,79113.27,0,0,48248.957,0,0,0,0,0,0,0,0,0,10979.16,0,0,0,0,0,0,0,0,0,37941.85,0,0,0,0,334979.3,0,0,5618.096,0,0,0,0,0
4318,226.1622898,1.3419607,,,,,,,,,,,0,0,0,0,0,53525.418,0,0,0,0,0,0,0,0,0,0,0,0,11090.869,0,0,0,0,0,41327.582,0,0,0,171137.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31544.21,0,0,5195.1562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6646.199,0,0,0,0,0,0,16633.277,0
4319,312.1792501,1.3685912,,,,,,,,,,,85884.66,50253.652,24282.533,56751.83,45087.863,58064.1,46721.92,34437.293,60911.96,48503.605,52313.562,60882.22,36597.805,46189.4,52699.08,78018.42,78698.66,44920.645,44465.707,50226.797,53598.996,27065.775,27571.877,78549.55,31440.97,30437.242,30259.762,97142.94,14114.365,91779.7,40460.55,41977.92,136327.7,0,0,34909.844,44248.89,0,0,28642.43,0,0,70585.734,79483.055,25130.787,81754.63,0,42217.66,68383.39,0,32125.242,69700.305,56805.02,0,0,0,0,0,0,0,0,0,0,78813.92,140586.53,53802.574,88389.5,15092.061,76613.89,50576.08,56771.887,51732.297,23682.775,131115.47,57432.562,52745.473
4321,353.0963955,1.3274086,,,,,,,,,,,64332.027,62243.2,23545.729,29238.57,49347.504,118729.62,161572.12,117432.07,33025.805,7482.3105,30837.59,29967.152,29038.982,31537.82,203930.47,42671.46,37675.48,61981.633,20165.875,40298.152,45918.875,21299.836,18548.281,26729.08,92686.6,20122.365,29584.168,41641.37,35845.754,142556.45,18401.502,109738.74,98534.99,0,0,38512.848,100879.625,0,0,52553.266,0,0,34499.645,51029.797,43557.99,74807.71,0,38329.46,50466.832,0,68413.47,59152.664,84050.125,0,0,0,0,0,0,0,0,0,0,83797.03,78733.79,25561.918,34489.336,56758.312,54807.727,32315.555,49752.504,16798.43,77302.375,110246.57,100347.375,26743.012
