formulaRank,molecularFormula,adduct,precursorFormula,NPC#pathway,NPC#pathway Probability,NPC#superclass,NPC#superclass Probability,NPC#class,NPC#class Probability,ClassyFire#superclass,ClassyFire#superclass probability,ClassyFire#class,ClassyFire#class Probability,ClassyFire#subclass,ClassyFire#subclass Probability,ClassyFire#level 5,ClassyFire#level 5 Probability,ClassyFire#most specific class,ClassyFire#most specific class Probability,ClassyFire#all classifications,ionMass,retentionTimeInSeconds,retentionTimeInMinutes,formulaId,alignedFeatureId,mappingFeatureId,overallFeatureQuality
1,C12H24N2O,[M + H]+,C12H25N2O+,Alkaloids,0.484,Fatty amides,0.431,Primary amides,0.302,Organic acids and derivatives,0.935,Carboxylic acids and derivatives,0.93,"Amino acids, peptides, and analogues",0.738,Amino acids and derivatives,0.738,Amino acids and derivatives,0.738,"Organic compounds; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Carbonyl compounds; Amines; Primary amines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",213.195,143,2.386,7.34238E+17,7.34231E+17,9912,
1,C20H39N2O4,[M + H]+,C20H40N2O4+,Amino acids and Peptides,0.911,Small peptides,0.914,Tripeptides,0.377,Organic acids and derivatives,0.998,Carboxylic acids and derivatives,0.996,"Amino acids, peptides, and analogues",0.876,Amino acids and derivatives,0.864,N-acyl-alpha amino acids and derivatives,0.708,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",372.297,143,2.386,7.34238E+17,7.34231E+17,9918,
1,C20H40N2O4,[M + H]+,C20H41N2O4+,Amino acids and Peptides,0.461,Small peptides,0.507,N-acyl amines,0.111,Organic acids and derivatives,0.994,Carboxylic acids and derivatives,0.988,"Amino acids, peptides, and analogues",0.766,Amino acids and derivatives,0.759,Amino acids and derivatives,0.759,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",373.307,143,2.386,7.34238E+17,7.34231E+17,9919,
1,C22H40N4O5,[M + H]+,C22H41N4O5+,Amino acids and Peptides,0.954,Oligopeptides,0.732,Cyclic peptides,0.266,Organic acids and derivatives,1,Carboxylic acids and derivatives,0.999,"Amino acids, peptides, and analogues",0.985,Peptides,0.837,Peptides,0.837,"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Pyrrolidinecarboxamides; Alpha amino acid amides; N-acylpyrrolidines; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Valine and derivatives; Proline and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",441.305,143,2.386,7.34238E+17,7.34231E+17,10158,
1,C15H39N7O2,[M + Na]+,C15H39N7NaO2+,Amino acids and Peptides,0.555,Ornithine alkaloids,0.648,Polyamines,0.803,Organic acids and derivatives,0.821,Carboxylic acids and derivatives,0.572,"Amino acids, peptides, and analogues",0.564,Amino acids and derivatives,0.55,Amino acids and derivatives,0.55,"Organic compounds; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Carbonyl compounds; Amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",372.303,143,2.386,7.34238E+17,7.34231E+17,10195,
1,C13H15NO4,[M + H]+,C13H16NO4+,Alkaloids,0.627,Ornithine alkaloids,0.122,Pyrrolidine alkaloids,0.287,Organic oxygen compounds,1,Organooxygen compounds,0.999,Carbonyl compounds,0.898,Ketones,0.55,Ketones,0.55,Organic compounds; Organoheterocyclic compounds; Ketones; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,250.106,143,2.387,7.34238E+17,7.34231E+17,9937,
1,C13H22FNO3,[M + H]+,C13H23FNO3+,Amino acids and Peptides,0.416,Small peptides,0.301,Aminoacids,0.139,Organic acids and derivatives,0.99,Carboxylic acids and derivatives,0.982,"Amino acids, peptides, and analogues",0.517,Amino acids and derivatives,0.517,Amino acids and derivatives,0.517,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Alkyl fluorides; Aryl fluorides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Organofluorides; Carbonyl compounds; Alkyl halides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",260.163,143,2.387,7.34238E+17,7.34231E+17,9889,
1,C15H25N5O8,[M + K]+,C15H25KN5O8+,Alkaloids,0.342,Small peptides,0.219,Aminoacids,0.076,Organic acids and derivatives,0.997,Carboxylic acids and derivatives,0.993,"Amino acids, peptides, and analogues",0.963,Amino acids and derivatives,0.962,Alpha amino acids,0.911,"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Hydroxy fatty acids; Amino acids and derivatives; Monoalkylamines; Hydroxy acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Carboximidamides; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",442.132,143,2.388,7.34238E+17,7.34231E+17,9462,
1,C19H18N6O4,[M + H]+,C19H19N6O4+,Amino acids and Peptides,0.599,Small peptides,0.212,Purine alkaloids,0.128,Organic acids and derivatives,0.93,Carboxylic acids and derivatives,0.826,"Amino acids, peptides, and analogues",0.532,Amino acids and derivatives,0.529,Amino acids and derivatives,0.529,"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Azoles; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Amines; Primary amines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",395.143,143,2.388,7.34238E+17,7.34231E+17,9935,
1,C17H21NO8,[M + H]+,C17H22NO8+,Alkaloids,0.618,Lysine alkaloids,0.115,Piperidine alkaloids,0.138,Organic acids and derivatives,0.965,Carboxylic acids and derivatives,0.958,"Amino acids, peptides, and analogues",0.896,Amino acids and derivatives,0.896,Alpha amino acids,0.55,"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Lactones; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Gamma butyrolactones; Secondary alcohols; Carbonyl compounds; Dialkylamines; Benzene and substituted derivatives; Alpha amino acids; Benzenoids; Amines; Secondary amines; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",368.133,143,2.389,7.34238E+17,7.34231E+17,10201,
1,C10H10N2O2,[M + H]+,C10H11N2O2+,Alkaloids,0.788,Small peptides,0.267,Aminoacids,0.208,Benzenoids,0.92,Phenols,0.455,1-hydroxy-2-unsubstituted benzenoids,0.503,,,1-hydroxy-2-unsubstituted benzenoids,0.503,Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Benzenoids; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities,191.081,143,2.39,7.34238E+17,7.34231E+17,10037,
1,C20H25NO11,[M + H]+,C20H26NO11+,Polyketides,0.917,Polycyclic aromatic polyketides,0.489,Tetracyclines,0.32,Benzenoids,0.933,Naphthalenes,0.644,,,,,Naphthalenes,0.644,Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Naphthalenes; Tetralins; Ketones; Alcohols and polyols; Phenols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Monosaccharides; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Oxanes; Polyols; Benzenoids; Amines; Cyclic ketones; Aryl ketones; Vinylogous acids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities,456.148,143,2.392,7.34238E+17,7.34231E+17,9506,
1,C13H27NO7S,[M + Na]+,C13H27NNaO7S+,Amino acids and Peptides,0.44,Macrolides,0.567,Macrolide lactones,0.228,Organic acids and derivatives,0.988,Carboxylic acids and derivatives,0.986,"Amino acids, peptides, and analogues",0.921,Amino acids and derivatives,0.92,Cysteine and derivatives,0.731,"Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Hydroxy fatty acids; Dicarboxylic acids and derivatives; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Thioethers; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Sulfenyl compounds; Dialkylthioethers; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Cysteine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",364.138,143,2.392,7.34238E+17,7.34231E+17,9682,
1,C18H16N4O5,[M + H]+,C18H17N4O5+,Polyketides,0.373,Sesquiterpenoids,0.088,Simple coumarins,0.048,"Organic 1,3-dipolar compounds",0.628,"Allyl-type 1,3-dipolar organic compounds",0.655,Organic nitro compounds,0.647,C-nitro compounds,0.653,Nitroaromatic compounds,0.682,"Organic compounds; Organoheterocyclic compounds; Ketones; Alcohols and polyols; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Organic nitro compounds; Organic oxoazanium compounds; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Cyclic ketones; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; C-nitro compounds; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Nitroaromatic compounds; Organic nitrogen compounds; Chemical entities",369.116,143,2.392,7.34238E+17,7.34231E+17,9735,
1,C18H19N5O4,[M + H]+,C18H20N5O4+,Carbohydrates,0.528,Anthranilic acid alkaloids,0.191,Purine nucleosides,0.273,Benzenoids,0.86,Benzene and substituted derivatives,0.61,,,,,Benzene and substituted derivatives,0.61,Organic compounds; Organoheterocyclic compounds; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Diazines; Secondary alcohols; Furazans; Benzene and substituted derivatives; Polyols; Benzenoids; Amines; Primary amines; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,370.148,143,2.392,7.34238E+17,7.34231E+17,9792,
1,C19H20F2N2O3,[M + H]+,C19H21F2N2O3+,Alkaloids,0.406,Tyrosine alkaloids,0.018,Isoquinoline alkaloids,0.003,Benzenoids,0.591,Benzene and substituted derivatives,0.571,,,,,Benzene and substituted derivatives,0.571,Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Alkyl fluorides; Carboxylic acid derivatives; Organofluorides; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Alkyl halides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,363.153,143,2.392,7.34238E+17,7.34231E+17,10004,
1,C16H16N6O3,[M + H]+,C16H17N6O3+,Alkaloids,0.235,Pseudoalkaloids (transamidation),0.134,Purine alkaloids,0.123,Organoheterocyclic compounds,0.985,Azoles,0.5,,,,,Azoles,0.5,Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Amines; Primary amines; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,341.133,143,2.392,7.34238E+17,7.34231E+17,10017,
1,C14H17F3N2O5,[M + H]+,C14H18F3N2O5+,Alkaloids,0.706,Ornithine alkaloids,0.27,Imidazole alkaloids,0.105,Organoheterocyclic compounds,0.861,Heteroaromatic compounds,0.578,,,,,Heteroaromatic compounds,0.578,Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Alkyl fluorides; Carboxylic acid derivatives; Organofluorides; Carbonyl compounds; Alkyl halides; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,351.117,143,2.392,7.34238E+17,7.34231E+17,10304,
1,C14H17F3N2O4,[M + H]+,C14H18F3N2O4+,Alkaloids,0.546,Ornithine alkaloids,0.234,Piperidine alkaloids,0.048,Organic acids and derivatives,0.97,Carboxylic acids and derivatives,0.932,Carboxylic acid derivatives,0.819,Carboxylic acid amides,0.75,Secondary carboxylic acid amides,0.604,Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Alkyl fluorides; Carboxylic acid derivatives; Organofluorides; Secondary carboxylic acid amides; Carbonyl compounds; Alkyl halides; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,335.122,143,2.392,7.34238E+17,7.34231E+17,10416,
1,C15H19NO5,[M + H]+,C15H20NO5+,Alkaloids,0.457,Cyclic polyketides,0.089,Pyrrolidine alkaloids,0.049,Organic acids and derivatives,0.987,Carboxylic acids and derivatives,0.94,"Amino acids, peptides, and analogues",0.696,Amino acids and derivatives,0.696,Alpha amino acids and derivatives,0.587,"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Carbonyl compounds; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",294.132,144,2.392,7.34238E+17,7.34231E+17,9945,
1,C15H19N3O4,[M + H]+,C15H20N3O4+,Amino acids and Peptides,0.651,Small peptides,0.175,Dipeptides,0.096,Organic acids and derivatives,0.989,Carboxylic acids and derivatives,0.957,"Amino acids, peptides, and analogues",0.807,Amino acids and derivatives,0.803,Alpha amino acids and derivatives,0.507,"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Lactams; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Carbonyl compounds; Amines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",306.144,144,2.392,7.34238E+17,7.34231E+17,9967,
1,C18H21FN3O3,[M + H]+,C18H22FN3O3+,Alkaloids,0.356,Ornithine alkaloids,0.051,Benzodiazepine alkaloids,0.018,Benzenoids,0.968,Benzene and substituted derivatives,0.889,Halobenzenes,0.844,Fluorobenzenes,0.891,Fluorobenzenes,0.891,Organic compounds; Organoheterocyclic compounds; Halobenzenes; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Azoles; Carboxylic acid amides; Aryl fluorides; Carboxylic acid derivatives; Fluorobenzenes; Organofluorides; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Aryl halides; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,347.166,144,2.392,7.34238E+17,7.34231E+17,9968,
1,C15H19F3N2O5,[M + H]+,C15H20F3N2O5+,Alkaloids,0.573,Ornithine alkaloids,0.249,Piperidine alkaloids,0.064,Organoheterocyclic compounds,0.898,Furans,0.537,,,,,Furans,0.537,Organic compounds; Organoheterocyclic compounds; Furans; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Alkyl fluorides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Organofluorides; Secondary carboxylic acid amides; Carbonyl compounds; Alkyl halides; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,365.133,144,2.392,7.34238E+17,7.34231E+17,10063,
1,C16H20N2O5,[M + H]+,C16H21N2O5+,Polyketides,0.369,Lysine alkaloids,0.337,Piperidine alkaloids,0.746,Organic oxygen compounds,1,Organooxygen compounds,1,Carbonyl compounds,0.979,Ketones,0.784,Ketones,0.784,Organic compounds; Organoheterocyclic compounds; Ketones; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Primary carboxylic acid amides; Carbonyl compounds; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,321.143,144,2.392,7.34238E+17,7.34231E+17,10161,
1,C17H23NO4,[M + H]+,C17H24NO4+,Alkaloids,0.989,Pseudoalkaloids (transamidation),0.296,Stemona alkaloids,0.304,Organoheterocyclic compounds,0.977,Lactams,0.694,,,,,Lactams,0.694,Organic compounds; Organoheterocyclic compounds; Lactams; Pyrrolidines; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Tertiary carboxylic acid amides; Carbonyl compounds; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,306.169,144,2.392,7.34238E+17,7.34231E+17,10827,
1,C17H30FNO6,[M + H]+,C17H31FNO6+,Amino acids and Peptides,0.51,Ornithine alkaloids,0.079,Open-chain polyketides,0.019,Organohalogen compounds,0.999,Aryl halides,0.25,Aryl fluorides,0.686,,,Aryl fluorides,0.686,Organic compounds; Organoheterocyclic compounds; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Aryl fluorides; Carboxylic acid derivatives; Organofluorides; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,364.21,144,2.393,7.34238E+17,7.34231E+17,9330,
1,C12H15NO3,[M + H]+,C12H16NO3+,Alkaloids,0.851,Ornithine alkaloids,0.469,Piperidine alkaloids,0.167,Organic oxygen compounds,1,Organooxygen compounds,0.999,Carbonyl compounds,0.82,Ketones,0.615,Ketones,0.615,Organic compounds; Organoheterocyclic compounds; Ketones; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carbonyl compounds; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,222.112,144,2.393,7.34238E+17,7.34231E+17,9908,
1,C8H20N4O4,[M + Na]+,C8H20N4NaO4+,Amino acids and Peptides,0.935,Small peptides,0.973,Aminoacids,0.869,Organic acids and derivatives,0.995,Carboxylic acids and derivatives,0.992,"Amino acids, peptides, and analogues",0.911,Amino acids and derivatives,0.909,Alpha amino acids and derivatives,0.795,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Guanidines; Monoalkylamines; Nitro fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Amines; Primary amines; Medium-chain fatty acids; Carboximidamides; Organic 1,3-dipolar compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",259.136,144,2.393,7.34238E+17,7.34231E+17,9941,
1,C12H23NO4,[M + H]+,C12H24NO4+,Alkaloids,0.535,Ornithine alkaloids,0.152,Pyrrolidine alkaloids,0.187,Organic acids and derivatives,0.722,Carboxylic acids and derivatives,0.734,Carboxylic acid derivatives,0.508,,,Carboxylic acid derivatives,0.508,Organic compounds; Organoheterocyclic compounds; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Carbonyl compounds; Amines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,246.169,144,2.394,7.34238E+17,7.34231E+17,10122,
1,C8H18N4O3,[M + Na]+,C8H18N4NaO3+,Amino acids and Peptides,0.842,Small peptides,0.967,Aminoacids,0.704,Organic acids and derivatives,0.986,Carboxylic acids and derivatives,0.982,"Amino acids, peptides, and analogues",0.711,Amino acids and derivatives,0.709,Amino acids and derivatives,0.709,"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Guanidines; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Amines; Carboximidamides; Organic 1,3-dipolar compounds; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",241.126,144,2.394,7.34238E+17,7.34231E+17,9951,
1,C12H19NO5,[M + H]+,C12H20NO5+,Alkaloids,0.688,Ornithine alkaloids,0.179,Piperidine alkaloids,0.164,Lipids and lipid-like molecules,0.835,Fatty Acyls,0.868,Fatty acids and conjugates,0.8,Medium-chain fatty acids,0.557,Medium-chain fatty acids,0.557,Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Amino fatty acids; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Medium-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,258.133,144,2.394,7.34238E+17,7.34231E+17,9964,
1,C14H26N2O5,[M + H]+,C14H27N2O5+,Alkaloids,0.43,Fatty amides,0.216,N-acyl amines,0.159,Organic acids and derivatives,0.997,Carboxylic acids and derivatives,0.995,"Amino acids, peptides, and analogues",0.551,Amino acids and derivatives,0.55,Amino acids and derivatives,0.55,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Amino fatty acids; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",303.19,144,2.394,7.34238E+17,7.34231E+17,9969,
1,C12H17NO4,[M + H]+,C12H18NO4+,Alkaloids,0.782,Ornithine alkaloids,0.417,Piperidine alkaloids,0.322,Organoheterocyclic compounds,0.966,Piperidines,0.829,N-acylpiperidines,0.636,,,N-acylpiperidines,0.636,Organic compounds; Organoheterocyclic compounds; Piperidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; N-acylpiperidines; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Tertiary carboxylic acid amides; Carbonyl compounds; Piperidinecarboxylic acids; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,240.122,144,2.394,7.34238E+17,7.34231E+17,9970,
