row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,230823_NEG_B0.mzML Peak area,230809_NEG_B0.mzML Peak area,230809_NEG_B4.mzML Peak area,230809_NEG_B6.mzML Peak area,230809_NEG_B2.mzML Peak area,230809_NEG_B3.mzML Peak area,230809_NEG_B5.mzML Peak area,230809_NEG_B1.mzML Peak area,230905_NEG_B0.mzML Peak area,230905_NEG_B1.mzML Peak area,230823_NEG_B6.mzML Peak area,230823_NEG_B4.mzML Peak area,230823_NEG_B1.mzML Peak area,230823_NEG_B3.mzML Peak area,230823_NEG_B2.mzML Peak area,230905_NEG_B2.mzML Peak area,230905_NEG_B3.mzML Peak area,230926_NEG_B0.mzML Peak area,230926_NEG_B2.mzML Peak area,230905_NEG_B5.mzML Peak area,230905_NEG_B4.mzML Peak area,230905_NEG_B6.mzML Peak area,230926_NEG_B5.mzML Peak area,230926_NEG_B1.mzML Peak area,230823_NEG_B5.mzML Peak area,231010_NEG_B0.mzML Peak area,231010_NEG_B3.mzML Peak area,230926_NEG_B6.mzML Peak area,230926_NEG_B4.mzML Peak area,231010_NEG_B1.mzML Peak area,231010_NEG_B2.mzML Peak area,240901_NEG_B1.mzML Peak area,Blank_NEG_1.mzML Peak area,231010_NEG_B6.mzML Peak area,Blank_NEG_2.mzML Peak area,230926_NEG_B3.mzML Peak area,Blank_NEG_3.mzML Peak area,Blank_NEG_4.mzML Peak area,Culture_Remin_E_NEG.mzML Peak area,240417_NEG_B0.mzML Peak area,231010_NEG_B5.mzML Peak area,Culture_Remin_D_NEG.mzML Peak area,240507_NEG_B0.mzML Peak area,240417_NEG_B3.mzML Peak area,Culture_Remin_F_NEG.mzML Peak area,231010_NEG_B4.mzML Peak area,240417_NEG_B2.mzML Peak area,240417_NEG_B4.mzML Peak area,QC_mix_NEG_1.mzML Peak area,QC_mix_NEG_2.mzML Peak area,QC_mix_NEG_4.mzML Peak area,240417_NEG_B5.mzML Peak area,Process_Blank_1_NEG.mzML Peak area,QC_mix_NEG_3.mzML Peak area,240616_NEG_B0.mzML Peak area,Process_Blank_3_NEG.mzML Peak area,Process_Blank_2_NEG.mzML Peak area,240507_NEG_B3.mzML Peak area,240417_NEG_B6.mzML Peak area,240417_NEG_B1.mzML Peak area,240507_NEG_B1.mzML Peak area,240616_NEG_B3.mzML Peak area,240507_NEG_B5.mzML Peak area,240616_NEG_B2.mzML Peak area,240616_NEG_B1.mzML Peak area,Chance_pooled_QC_NEG_1.mzML Peak area,240616_NEG_B5.mzML Peak area,240616_NEG_B6.mzML Peak area,240616_NEG_B4.mzML Peak area,Chance_pooled_QC_NEG_3.mzML Peak area,Chance_pooled_QC_NEG_2.mzML Peak area,Chance_pooled_QC_NEG_4.mzML Peak area
2961,445.0826249,1.0684118,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,75562.766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2962,259.0768806,1.0684376,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,608231.8,0,0,490757.44,0,0,359839.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2963,197.8088134,1.112921,,,,,,,,,,,195512.36,130526.28,142831.02,34606.344,53426.293,45236.094,51497.746,881446.56,119914.68,132627.45,44736.734,632315.94,56789.395,0,40458.473,97747.484,119599.61,251143.33,20724.242,122340.19,106111.02,63757.613,30881.023,0,292555.78,16340.365,76748.94,21329.74,10394.435,13414.339,28561.086,4048003.2,1108323,5413.0244,4200685,28354.586,3397412.8,3683394.5,6003886,83188.51,10452.085,6296405.5,229592.47,189361.3,5810838.5,47969.867,77118.76,89080.81,3714402.2,3941771.5,2849572,55177.695,1.24E+07,3807863.8,35719.98,5176842,1.08E+07,61590.594,429961,389803.38,672616.2,38540.496,98902.14,57446.906,87079.98,50156.79,121719.71,85264.31,81092.41,95261.09,40317.246,62348.617
2964,199.8058605,1.1092246,,,,,,,,,,,70385.38,50135.246,41854.07,8371.72,25028.555,23694.695,22937.035,389726.16,60794.55,11591.444,5928.7666,292909.56,13375.966,39293.82,18763.023,19053.785,45152.21,84498.75,0,23505.516,37473.625,7143.8325,0,14698.566,19576.41,0,36722.17,5617.9575,0,5362.0215,5425.66,1912790.6,1625835.6,0,1973844.1,5435.312,1591166.8,1735119.5,2819235.8,12919.018,0,3416209.2,27270.633,81343.13,2739981.8,0,60782.855,10849.676,1730578.6,856226,1906907.9,0,6013813.5,1777525.2,22072.842,2448821,5213719.5,23226.316,220266.42,232122.06,313062.62,18784.895,19858.824,44211.062,17722.098,11701.333,54998,29424.49,47829.875,39237.805,21306.02,12922.049
2965,327.0736328,1.0304292,,,,,,,,,,,199104.2,83412.79,188436.28,244503.72,188857.9,208800.03,262453.75,121140.07,223470.23,169370.92,284267.03,143371.1,260863.14,213417.31,110572.81,232333.31,187769.16,78078.67,116952.52,132753.9,176842.22,214227.23,101401.49,100499.27,113672.44,297516.75,351691.38,135423.28,164953.02,232732.19,396273.25,0,0,316016.84,0,201250.5,0,0,0,424570.4,449228.56,0,160587.62,389692,0,469989.78,431522.62,369325.47,0,0,0,385269.4,0,0,238499.84,0,0,348309.25,367075.56,234321.8,201895.22,86709.766,282748.88,287012.28,100477.984,151699.75,64837.832,179473.94,256927.22,255490.66,307475.47,96504.016
2967,383.0633689,1.0322208,,,,,,,,,,,247731.69,138903.7,162671.72,268314.94,238665.08,228418.88,275505.8,234257.98,142746.95,118319.21,324721.5,166803.33,290136.12,199877.23,228533.47,194693.81,109003.31,127725.445,204703.92,27806.602,122319.65,204786.42,138976.3,48416.14,192139.47,201782.95,271730.25,83675.375,61445.36,153899.11,251540.12,0,0,212811.6,0,204943.62,0,0,0,209579.06,280438.3,0,48409.535,149741.52,0,267924.44,163199.56,196641.4,0,0,0,172879.23,0,0,145394.47,0,0,73938.85,78259.05,125312.51,60127.95,64156.617,64209.832,121243.23,81810.39,161109.1,134003.42,40525.05,47020.6,197355.73,163138.77,110822.41
2968,281.058911,1.0650996,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113650.1,0,0,76834.6,0,0,55820.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2970,257.115531,1.054051,,,,,,,,,,,0,0,0,0,0,0,0,26726.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93562.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8524.699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148134.02,0,0,0,0,0,0,0,0,0,0,0,0
2971,366.0843933,1.0343887,,,,,,,,,,,263069.4,64794.45,244400.94,212824.67,263472.44,160262.53,298596.72,244707.5,125719.74,140367.81,215297.33,132300.1,296208.88,218720.48,219417.12,66378.65,98662.34,90432.93,84290.875,159448.34,157148.64,160186.03,111227.27,96466.81,238334.17,224414.92,204560.42,173436.08,160141.92,105817.67,192281.5,0,0,210200.53,0,203959.44,0,0,0,279300.56,241462.73,0,166697.25,273117.7,0,290127.7,241018.6,250441.95,0,0,0,259314.06,0,0,164593.5,0,0,213178.23,191408.66,123655.98,147129.88,103651.88,133821.5,196365.44,201744.34,198560.5,184074.56,235308.92,74314.53,230632.5,248371.7,185031.95
2972,451.1012404,1.0305157,,,,,,,,,,,107559.87,130355.28,208454.73,272834.06,226113.05,197768.75,271020.97,303525,144856.98,97209.94,195267.05,206896.77,254424.94,230156.75,235910.98,83488.58,102822.8,88654.19,76478.305,43918.86,94514.82,158244.48,152042.42,113683.914,274740.62,245742.72,254398.72,104725.2,132993.64,200580.2,196211.55,0,0,260871.39,0,151640.61,0,0,0,199976.39,240994.31,0,50849.484,184097.58,0,268952.88,108054.86,128367.6,0,0,0,184509.45,0,0,246683.25,0,0,134165.92,46285.42,90147.875,96124.41,23207.434,41620.18,160015.81,116204.125,141753.27,99026.8,200130.38,86622.45,162327.8,185720.58,135403.06
2973,577.1319949,1.0802599,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5996.359,0,0,0,144662,0,0,0,0,0,0,0
2979,421.1268365,1.0277705,,,,,,,,,,,254715.62,216845.19,205577.5,218977.33,242978.23,203216.48,179360.61,149024.45,97435.99,142035.92,175790.64,133194.58,245072.73,192356.6,191921.3,216129.23,92925.734,101541.14,147200.81,187280.42,168611.16,253797.66,189391.1,133180.58,206823.12,45399.414,305572.7,59546.05,122282.03,211507.89,307709.44,0,0,264828.62,0,216572.5,0,0,0,444685.44,248923.97,0,209035.88,256529.02,0,284352.94,267444.22,269172.56,0,0,0,281911.7,0,0,251800.7,0,0,275927.7,286209.12,191149.64,214367.02,210425.44,213892.88,258640.86,227565.89,184454.5,185409.38,194838.86,205573.58,259825.44,251191.78,210518.42
2980,363.0845824,1.0359945,,,,,,,,,,,172062.17,76376.266,170394.75,181546.61,145980.3,141072.33,153726.48,118321.66,17798.395,39083.53,86940.12,55949.004,187898,259259.94,186151.33,16691.357,14769.332,110076.34,105887.81,64716.47,65453.625,83567.41,66377.72,54613.76,169155.28,144495.1,146444.67,140035.83,132488.48,82283.93,98642.16,0,0,216317.03,0,99387.62,0,0,0,178875.48,174586.48,0,80685.98,189404.89,0,162661.14,116500.414,57888.86,0,0,0,167367.02,0,0,18637.2,0,0,79780.484,170996.06,120727.61,42155.973,70447.63,125641.336,54161.832,12885.607,107559.164,120875.336,67698.19,52977.54,181651.77,153040.08,131838.75
2981,455.0849953,1.0371233,,,,,,,,,,,280841.38,153030.84,183693.95,188249.19,297422.03,101882.18,302245.94,148356.52,92571.05,79764.266,211941.12,149303.56,295796.06,183353.45,84853.78,231827.97,102374.9,170127.61,97331.695,142798.94,154082.27,194827.02,162754.73,71957.336,81047.445,192845.55,220328.27,40257.664,174394.1,203489.33,303211.47,0,0,287381.25,0,229374.08,0,0,0,173154.9,178861.11,0,121120.76,168984.22,0,344737.9,236055.84,139939.45,0,0,0,215871.64,0,0,150146.83,0,0,163330.02,107762.766,39594.523,113571.63,246947.55,172547.52,178464.19,107923.97,172405.27,116057.375,140903.27,210885.4,114167.445,152119.47,70953.23
2982,361.1152247,1.0200232,,,,,,,,,,,114667.3,61398.305,56432.707,164170.12,100472.09,119575.2,142161.69,41302.773,153020.34,65318.992,92839.12,41496.51,132379.02,73789.24,28379.875,133839.31,63916.234,18147.787,122749.14,52412.87,101557.81,123952.04,28118.258,101129.8,96676.97,82375.55,141871.64,47528.26,31397.203,158257.86,222676.48,0,0,219600.92,0,111195.914,0,0,0,253290.34,240321.06,0,140516.83,201316.5,0,159849.72,208684.14,203517.81,0,0,0,159575.28,0,0,178127.42,0,0,127622.51,267582.9,285311.12,29498.408,54008.074,126801.195,87962.02,101762.14,105762.734,145714.97,58830.336,92822.69,117806.01,117263.82,100239.99
2984,243.964352,1.0915036,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,201652.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25272.523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2985,379.0796612,1.0313334,,,,,,,,,,,110830.52,154248.67,104856.414,45291.65,210082.3,145235.48,119096.516,137685.9,104559.74,71051.85,279341.5,105776.414,157115.42,254641.88,242124.53,89422.5,15728.869,38929.594,123984.984,22047.965,13336.814,27122.746,87668.086,15548.889,167644.58,194479.27,117727.875,31956.059,43176.418,137936.39,238833.64,0,0,235440.98,0,104214.484,0,0,0,118271.42,147420.53,0,55298.938,59211.06,0,204355.9,208904.42,151255.05,0,0,0,126621.44,0,0,170962.98,0,0,77642.01,16348.467,105354.375,21761.332,82111.69,72717.47,130672.85,72507.24,25941.896,70614.83,44997.688,121652.14,88869.3,148557,51039.61
2986,423.1061345,1.023855,,,,,,,,,,,522525.78,467256.22,539421.75,528441.4,492776.1,287036.66,589815.56,487975.62,450211.1,355499.44,600549.75,416204.16,581869.94,540895.6,545206.6,504502.2,331555.62,437232.06,401119.44,370961.1,380625.06,496968.2,393835.06,363830.4,596442.06,429966.7,532532.5,235794.47,393626.16,351577.8,607007.1,0,0,621620.75,0,427381.22,0,0,0,558294.44,581735.7,0,343174.06,533222.4,0,481208.38,559247.7,507831.97,0,0,0,543754.1,0,0,383719.06,0,0,491940.78,508002.44,528752.1,392956.3,449171.38,385340.12,496615.8,433930.53,372349.22,472684.4,480238.53,381883,445384.84,580337.9,370433.84
2988,229.0397165,1.0761503,,,,,,,,,,,0,0,0,0,0,0,23780.166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197218.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35354.836,0,0,0,0,0,0,137465.12,0,239270.64,25000.033,0,54153.824,134208.22,74735.73,0,5174.819,0
2989,477.1743306,1.0810502,,,,,,,,,,,0,0,0,0,0,0,10265.072,0,6254.532,0,0,0,0,0,0,50422.91,14051.894,0,26907.176,18706.926,0,33782.707,0,27484.906,0,0,373590.03,15149.135,236073.36,22200.295,144497.53,0,0,151591.3,0,222213.4,0,0,0,6026.291,288471.9,0,0,106843.05,0,353069.06,27315.107,11511.586,0,0,0,37031.402,0,0,20068.916,0,0,153966.2,49828,60979.87,41518.72,64891.645,151955.86,367650.5,588840.25,81461.59,65531.53,162061.69,64040.98,96429.31,80151.21,48427.543
2990,356.0999297,1.0266109,,,,,,,,,,,338771.12,337089.66,357264.12,389558.2,351967.34,303521.8,514983.88,226955.69,298372.16,230248.61,409985.97,245900.52,493453.72,324807.84,378485.62,381632.53,228842.69,218187.58,239535.17,253186.9,253852.86,307390.53,395364.4,204911.17,329651,406394.7,358277.7,263960.2,241162.48,156472.72,529417.44,0,0,520372.3,0,300128.5,0,0,0,521395.6,481968.88,0,376071.7,497219.66,0,483261.56,499673.12,466205.12,0,0,0,415091.62,0,0,388755.72,0,0,274187.03,471693.66,247749.39,294945.97,362624.84,329356.47,367454.6,322811.28,307799.25,379477.34,314986.62,254848.84,328486.78,319346.3,301758.12
2991,335.1263876,1.0202582,,,,,,,,,,,43659.977,46131.97,73711.5,63143.188,58225.332,124864.8,128067.34,124451.58,51599.656,67510.266,44092.902,27140.316,55922.08,67805.89,28801.87,42290.24,70142.41,108920.984,124114.91,121643.68,46162.227,76393.695,76427.55,98179.31,75688.69,109989.78,109786.56,30208.115,28467.62,32032.168,102285.38,0,0,90087.47,0,133223.19,0,0,0,86011.88,61509.61,0,133774.8,162388.23,0,100027.695,155135.98,20569.33,0,0,0,106776.5,0,0,51204.086,0,0,47318.082,133329.27,221539.95,86057.375,49431.92,100365.555,26187.066,49295.934,96748.45,121919.52,39251.332,68201.68,71828.32,119226.99,60880.742
2992,295.0948781,1.0247431,,,,,,,,,,,419265.3,261022.4,484099.16,263751.9,343615.6,377827.8,426192,481002.72,327390.7,327046.1,528707.3,413884.84,579538.06,547724.06,490067.88,371545.38,248592.42,230200.2,351164.78,358191.66,336400.7,298034.28,358250.16,318453.84,361759.97,403019.56,489074.5,353827.78,298433.16,293917.2,473474.3,0,0,429732.88,0,253229.62,0,0,0,484921.84,585172.4,0,412592.34,463203.44,0,589890.5,597810.44,461654.62,0,0,0,495598.62,0,0,448225.22,0,0,428982.5,507245.38,600055.75,359421.9,119319.08,393604.22,363371.2,226595.03,423094.62,266077.7,259271.81,261913.83,368156.53,462902.72,366198.06
2993,413.074166,1.037388,,,,,,,,,,,340701.44,346202.12,308123.84,373037.44,333202.78,331183.4,299181.8,358296.8,286691.72,190402.52,413601.44,265287,420835.88,308460.88,321788.16,325886.94,163467.42,139214.6,213187.92,200445.78,147429.17,263480.72,215222.05,77275.6,180509.36,151675.6,321508.88,180006.52,93716.76,358118.03,412025.6,0,0,546470.3,0,180133.7,0,0,0,203536.2,390769.88,0,140301.58,180084.25,0,415321.62,293728.72,215026.27,0,0,0,155475.62,0,0,319773.72,0,0,203920.92,207680.02,232751.58,114329.83,265408.62,205614.22,249777.12,80729.97,250610.16,179043.97,244980.3,126364.25,293645.25,347846.06,236655.1
2994,386.1106199,1.02352,,,,,,,,,,,147744.56,169482.86,146459.48,220567.84,214935.25,168719.47,284121.1,148918.83,165919.08,90368.5,160429.12,69100.664,165869.83,134176.39,174036.97,172628.12,101807.91,105518.82,139787.7,132500.81,61094.17,88568.67,116647.33,112816.44,181889.25,202334.75,76979.49,89901.53,38985.906,94472.21,282072.38,0,0,275174.06,0,115083.32,0,0,0,254989.75,228308.2,0,135615.84,225774.97,0,271629.84,273598.62,235381.28,0,0,0,192171.33,0,0,261196.78,0,0,164984.67,109987.37,193198.3,126825.97,159537.55,154639.38,89123.67,133273.98,141185.81,152190.45,78420.6,74964.836,196230.97,228452.33,134527.38
2999,380.1001293,1.0346878,,,,,,,,,,,116358.016,164185.92,174215.23,147041.64,178338.4,51467.312,194625.7,188853.48,108910.39,107984.734,82273.95,44580.836,107510.56,35167.348,144668.77,160419.69,21932.965,104581.04,32690.234,62092.41,182627.17,101041.28,86334.35,47955.17,91130.41,38837.195,187047.98,93863.664,60932.855,26803.746,190414.94,0,0,267816.84,0,52134.312,0,0,0,287805.56,188223.56,0,171979.89,268566,0,199420.95,282623.53,127339.36,0,0,0,272326.03,0,0,81753.734,0,0,130665.71,195306.97,206877.67,110728.336,62831.664,189702.05,72335.17,90553.89,102754.336,79895.14,129969.03,54279.63,151187.62,168145.42,133882.67
3000,245.9613079,1.0884316,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,139620.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3001,343.0680676,1.031749,,,,,,,,,,,318039.3,255764.03,282443.16,243595.12,312698.12,284021.75,416585.8,344695.5,257994.28,184266.53,373992.22,198544.4,375559.1,275966.75,325515.6,238761.14,167487.19,228596.67,266037,259400.58,162622.72,262975.44,162414.02,214737.83,333800.62,320958.12,290102.6,103668.88,89902.805,316396.94,430953.03,0,0,414495.4,0,252353.5,0,0,0,387746.1,402433.72,0,261301.33,310805.8,0,421529.8,358465.06,303313.2,0,0,0,298981.78,0,0,297593.94,0,0,304599.28,250354.17,331135.34,144047.6,185076.7,237889.77,169207.08,221533.75,220921.48,271661.78,157196.05,136033.73,290887.25,382343.34,240227.06
3002,392.1113619,1.0135318,,,,,,,,,,,308124.5,312153.12,325698,232227.53,239480.11,267550.84,307082.9,334721.4,218867.75,169722.1,242712.3,255968.64,321888.53,242284.47,267873.5,227018.52,148625.27,181408.67,193296.31,178105.83,171117.12,130114.46,233654.66,135526.2,322892.75,290827.78,293582.78,182714.3,183348.02,89956.27,210013.53,0,0,349674.1,0,199908.81,0,0,0,343760.8,226401.86,0,244939.73,314325.03,0,194443.22,316534.06,267950.66,0,0,0,335502.7,0,0,175612.5,0,0,298059.56,286304.56,30398.559,227050.55,234172.23,176902.36,243098.89,183225.4,251694.69,171966.81,198470.44,181983.16,273344.62,190963.58,203743.02
3003,298.0945439,1.0215523,,,,,,,,,,,230139.72,200281.36,169439.17,218542.47,118926.2,103242.2,182627.16,162139.86,82982.67,71506.19,186278.03,69231.734,209063.2,195870.58,180934.38,144699.23,21979.738,112756.62,72774.07,146210.31,102711.59,92182.94,30161.572,85448.37,238910.52,174459.39,229518.03,115355.94,106043.195,159812.92,211277.16,0,0,200140.89,0,99050.55,0,0,0,304735.9,206778.39,0,159880.33,193798.11,0,196186.02,199556.7,161088.8,0,0,0,236829.16,0,0,183740.98,0,0,112696.41,172556.16,219493.58,101262.57,179294.28,127846.85,190238.23,139679.34,123909.734,190593.84,154273.78,181944.97,153931.69,187833.5,146503.53
3004,719.2285528,1.0859303,,,,,,,,,,,0,0,0,0,0,0,44336.11,0,0,0,0,0,0,0,0,482593.3,48969.633,0,69674.96,0,5062.952,346107.2,45244.207,210374.6,0,0,495445.12,81725.13,536268.2,68276.44,533963.44,0,0,1477458,0,3442791.2,0,0,0,0,237999.64,0,0,9652.362,0,484610.88,0,0,0,0,0,0,0,0,0,0,0,5957.092,0,0,0,0,0,181593.2,734562,126618.47,80811.84,67949.83,0,77447.71,504177.66,0
3006,485.0959951,1.0383688,,,,,,,,,,,213690.11,124847.8,156092.6,132668.55,176618.67,144647.75,174690.86,149336.14,89172.58,77154.2,203568.73,129508.04,177045.5,175429.14,231188.77,159543.12,82408.91,121817.81,85422.484,92230.375,102895.85,101867.48,144666.48,90508.055,193172.08,223090.88,83892.13,77100.766,69779.89,41012.668,203057.14,0,0,110677.92,0,135194.55,0,0,0,91770.17,186676.67,0,28110.432,79598.484,0,228463.56,95308.33,102537.96,0,0,0,63513.523,0,0,59934.633,0,0,89080.2,59947.51,21976.096,41264.04,24064.492,40476.316,53788.707,61575.766,137070.42,62038.938,50237.32,51720.797,137209.14,161944.64,106774.99
3008,285.0299206,1.0840813,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5021.067,198973.81,0,0,0,0,0,0,45856.684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173822.16,29727.672,0,0,11973.232,0,0,0,0
3009,415.0898263,1.030973,,,,,,,,,,,373690.84,395279.22,438857.7,413326.3,449540.28,315436.88,476616.9,388474.88,284741.44,214384.48,427300.25,230247.34,421535.53,384795.9,376236,340825.38,173365.03,287195.8,266645.2,229028.6,200923.11,340423.2,345966.84,267171.53,358133.66,359102.16,349530.5,193736.88,173064.77,333869.25,556345.5,0,0,409127.16,0,309661.4,0,0,0,332325.7,477843.6,0,275140.1,416232.78,0,592054.9,386586.22,440462.28,0,0,0,402977.53,0,0,335875.84,0,0,368355.62,397304.44,306240.22,268487.1,125589.445,294043.44,250510.4,163404.28,277833.5,121711.71,204023.06,143571.6,325563.9,458044.66,275349.16
3012,439.089957,1.0413871,,,,,,,,,,,291830.47,283198.8,155292.77,171604.89,77703.23,234417.11,109240.24,225835.45,65819.7,119619.375,269746.9,107030.08,96127.75,251632.75,112514.766,177100.81,138742.06,116396.86,129557.02,139401.6,207452.47,195828.34,208055.33,62020.61,82968.15,134336.75,263371.8,190545.84,199428.3,57250.652,259928.67,0,0,343189.72,0,150656.77,0,0,0,112173.78,201589.92,0,242020.75,254367.62,0,236910.81,176912.48,283740.22,0,0,0,258568.16,0,0,267426.53,0,0,308208.5,196351.16,208203.22,153517.42,199422.05,151992.06,152383.36,176541.08,106010.42,79970.59,198549.72,94253.69,76261.32,155555.23,104565.11
3013,457.1006838,1.0335532,,,,,,,,,,,234814.55,188408.2,211221.08,184493.3,274306.1,235986.44,470585.34,201528.58,184740.53,146197.88,312685.88,88091.914,264099.3,223131.38,145955.53,237636.25,165634.42,88216.914,161389.47,120189.74,96987.15,206353.36,115374.06,155574.8,180993.92,310320.53,212688.12,137816.92,87366.91,37945.297,449894.2,0,0,381312.22,0,170275.31,0,0,0,359753.62,389765.25,0,141280.02,294713.75,0,348207,359712.12,329395.78,0,0,0,297389.78,0,0,336283.3,0,0,312683.4,285714.53,270077.34,214102.3,176147.75,190723.69,56430.758,231988.6,134921.73,139636.88,163526.31,247894.27,213581.39,322170.94,71578.09
3014,424.0902458,1.0362706,,,,,,,,,,,221884.34,182142.7,189383.53,158529.22,162915.36,230387.31,247263.55,188684.66,195073.11,56859.81,260087.69,167263.9,237115.69,184148.55,215290.05,189563.55,79700.2,82409.79,198934.33,111153.97,98140.53,68157.02,121060.47,139826.42,187043.27,199416.72,215816.45,84581.92,141344.02,197839.58,334984.97,0,0,331269.9,0,138468.45,0,0,0,123522.01,247341.2,0,38658.004,78896.984,0,282668.8,276820.97,176362.94,0,0,0,194023.78,0,0,255272.25,0,0,89702.805,176050.1,172626.92,95771.97,96355.85,130573.31,207079.6,92097.29,153404.77,209175.66,96667.66,116683.11,199482.11,155567.4,174116.08
3016,370.0792911,1.0271757,,,,,,,,,,,282393.22,268685.72,264202.75,319389.7,344373.22,242221.75,351515.1,305528.44,197082.89,139489.06,300609.6,236822.67,337421.8,299651.88,391316.4,197772.81,166815.81,203393,188020.22,139806.02,154067.34,218013.31,152698.6,69251.36,324867.94,139074.38,376320.94,139239.69,164539.77,308232.56,323956.6,0,0,370557.97,0,290935.9,0,0,0,330301.4,413867.8,0,105091.92,241582.78,0,409363.66,342812.2,320537.66,0,0,0,264692.53,0,0,307548.22,0,0,186948.12,276882.8,166661.94,139617.48,89666.81,177850.03,269822.94,199359.77,214702.19,283395.34,215816.34,252628.3,240423.73,267935.78,228426.39
3017,314.0895701,1.0218828,,,,,,,,,,,188643.73,169834.12,255003,224051.58,248598.36,260248.73,281644.38,230337.16,146204.7,120353.11,256229.02,144358,273709.88,242254.39,183868.42,179322.48,74741.664,112221.96,211508.95,162126.34,151778.45,114259.08,19367.21,169190.56,308575,82077.85,257821.17,139190.58,144243.47,193805.97,364897,0,0,370525.94,0,180893.38,0,0,0,324494.22,300068.53,0,197705.06,315837.2,0,319081.56,253451.31,312994.78,0,0,0,283740.53,0,0,297896.78,0,0,270519.16,278005.7,276951.78,115338.16,210245.53,173063.28,208572.06,168707.23,199479.31,226110.77,134562.05,213729.16,219456.45,235984.62,171327.95
3018,382.079418,1.0269463,,,,,,,,,,,255343.38,100937.195,276456.7,214806.98,204666.16,194459.62,318823.03,306107.94,210711.08,95033.62,265314.12,192945.48,246676.19,297904.53,284782.8,229070.75,129344.81,133443.5,187503.2,184505.22,125734.805,120493.12,161755.03,131226.16,263367.94,65913.65,340617.6,150701.73,187330.78,275240.4,390278.28,0,0,286823.53,0,209028.75,0,0,0,285870.44,201785,0,145037.05,261891.42,0,138373.33,328725.28,255637.55,0,0,0,176517.05,0,0,241375.95,0,0,189415.52,198384.38,77031.89,165108.4,160692.33,158669.56,259738.22,243307.23,143845.3,271554.25,198102.86,213556.55,253632.05,306911.94,220616.1
3019,311.0898912,1.0080914,,,,,,,,,,,400826.56,379530.03,411037.06,300711.5,385704.88,269750.06,446370.6,449341.1,347613.25,290684.34,419117.8,285348.1,463967.2,435007.62,440825.8,282390.78,263642.66,221824.8,301939.8,368399.53,297537.56,366881.78,270524.78,302956.25,402565.78,438697.56,501382.25,259004.6,247833.88,399106.3,362308.2,0,0,567457,0,228305.38,0,0,0,610487.3,644488.06,0,385035.03,543276,0,473264.66,610319,461946,0,0,0,485227.16,0,0,291318.03,0,0,475254.1,520879.28,598363.25,326016.44,276508.03,401268.16,269710.62,387105.47,324108.28,295517.62,307543.25,362946.4,458922.3,391523.9,386434.75
